idpk,CIK,year,AnnualReportLink,QuarterlyReportLinkQ1,QuarterlyReportLinkQ2,QuarterlyReportLinkQ3,QuarterlyReportLinkQ4
1037,0001808834,2024,https://www.sec.gov/Archives/edgar/data/1808834/000180883425000009/prg-20241231.htm,https://www.sec.gov/Archives/edgar/data/1808834/000180883424000064/prg-20240331.htm,https://www.sec.gov/Archives/edgar/data/1808834/000180883424000096/prg-20240630.htm,https://www.sec.gov/Archives/edgar/data/1808834/000180883424000113/prg-20240930.htm,
1368,0001597033,2024,https://www.sec.gov/Archives/edgar/data/1597033/000159703325000027/sabr-20241231.htm,https://www.sec.gov/Archives/edgar/data/1597033/000159703324000073/sabr-20240331.htm,https://www.sec.gov/Archives/edgar/data/1597033/000159703324000106/sabr-20240630.htm,https://www.sec.gov/Archives/edgar/data/1597033/000159703324000125/sabr-20240930.htm,
1310,0001898766,2024,https://www.sec.gov/Archives/edgar/data/1898766/000149315225002760/form10-k.htm,https://www.sec.gov/Archives/edgar/data/1898766/000149315224010219/form10-q.htm,https://www.sec.gov/Archives/edgar/data/1898766/000149315224023861/form10-q.htm,https://www.sec.gov/Archives/edgar/data/1898766/000149315224036044/form10-q.htm,
4808,0001356090,2024,https://www.sec.gov/Archives/edgar/data/1356090/000135609025000007/pgen-20241231.htm,https://www.sec.gov/Archives/edgar/data/1356090/000135609024000010/pgen-20240331.htm,https://www.sec.gov/Archives/edgar/data/1356090/000135609024000017/pgen-20240630.htm,https://www.sec.gov/Archives/edgar/data/1356090/000135609024000026/pgen-20240930.htm,
4743,0001879848,2024,https://www.sec.gov/Archives/edgar/data/1879848/000164117225013062/form10-k.htm,https://www.sec.gov/Archives/edgar/data/1879848/000149315225005634/form10-qa.htm,https://www.sec.gov/Archives/edgar/data/1879848/000149315225005637/form10-qa.htm,https://www.sec.gov/Archives/edgar/data/1879848/000149315225006005/form10-q.htm,
6100,0001340476,2024,https://www.sec.gov/Archives/edgar/data/1340476/000095017025027896/drttf-20241231.htm,https://www.sec.gov/Archives/edgar/data/1340476/000095017024055864/drttf-20240331.htm,https://www.sec.gov/Archives/edgar/data/1340476/000095017024092954/drttf-20240630.htm,https://www.sec.gov/Archives/edgar/data/1340476/000095017024122442/drttf-20240930.htm,
6434,0001880343,2024,https://www.sec.gov/Archives/edgar/data/1880343/000155479525000088/amze0331form10k.htm,https://www.sec.gov/Archives/edgar/data/1880343/000121390024043012/ea0205910-10q_freshvine.htm,https://www.sec.gov/Archives/edgar/data/1880343/000121390024068975/ea0211166-10q_freshvine.htm,https://www.sec.gov/Archives/edgar/data/1880343/000155479524000287/vine1114form10q.htm,
5618,0001675033,2024,https://www.sec.gov/Archives/edgar/data/1675033/000095017025036517/gecc-20241231.htm,https://www.sec.gov/Archives/edgar/data/1675033/000095017024052100/gecc-20240331.htm,https://www.sec.gov/Archives/edgar/data/1675033/000095017024089240/gecc-20240630.htm,https://www.sec.gov/Archives/edgar/data/1675033/000095017024119231/gecc-20240930.htm,
6644,0001496099,2024,https://www.sec.gov/Archives/edgar/data/1496099/000149609925000010/nmfc-20241231.htm,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000023/nmfc-20240331.htm,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000034/nmfc-20240630.htm,https://www.sec.gov/Archives/edgar/data/1496099/000149609924000040/nmfc-20240930.htm,
2765,0001705873,2024,https://www.sec.gov/Archives/edgar/data/1705873/000170587325000018/bry-20241231.htm,https://www.sec.gov/Archives/edgar/data/1705873/000170587324000034/bry-20240331.htm,https://www.sec.gov/Archives/edgar/data/1705873/000170587324000049/bry-20240630.htm,https://www.sec.gov/Archives/edgar/data/1705873/000170587324000070/bry-20240930.htm,
372,0000025445,2024,https://www.sec.gov/Archives/edgar/data/25445/000162828025006754/cxt-20241231.htm,https://www.sec.gov/Archives/edgar/data/25445/000162828024021706/cxt-20240331.htm,https://www.sec.gov/Archives/edgar/data/25445/000162828024035654/cxt-20240630.htm,https://www.sec.gov/Archives/edgar/data/25445/000162828024045745/cxt-20240930.htm,
6551,0001402829,2024,https://www.sec.gov/Archives/edgar/data/1402829/000140282925000005/orn-20241231x10k.htm,https://www.sec.gov/Archives/edgar/data/1402829/000140282924000026/orn-20240331x10q.htm,https://www.sec.gov/Archives/edgar/data/1402829/000140282924000056/orn-20240614x10q.htm,https://www.sec.gov/Archives/edgar/data/1402829/000140282924000076/orn-20240930x10q.htm,
7437,0000716314,2024,https://www.sec.gov/Archives/edgar/data/716314/000095017024070222/ghm-20240331.htm,,https://www.sec.gov/Archives/edgar/data/716314/000095017024092280/ghm-20240630.htm,https://www.sec.gov/Archives/edgar/data/716314/000095017024123710/ghm-20240930.htm,https://www.sec.gov/Archives/edgar/data/716314/000095017025015879/ghm-20241231.htm
5928,0001498067,2024,https://www.sec.gov/Archives/edgar/data/1498067/000164117225026370/form10-k.htm,https://www.sec.gov/Archives/edgar/data/1498067/000164117225026353/form10-q.htm,https://www.sec.gov/Archives/edgar/data/1498067/000164117225026356/form10-q.htm,https://www.sec.gov/Archives/edgar/data/1498067/000164117225026359/form10-q.htm,
97,0001828805,2024,https://www.sec.gov/Archives/edgar/data/1828805/000121390024082694/ea0215719-10k_aelumainc.htm,https://www.sec.gov/Archives/edgar/data/1828805/000121390024041529/ea0205518-10q_aeluma.htm,,https://www.sec.gov/Archives/edgar/data/1828805/000121390024095832/ea0220410-10q_aeluma.htm,https://www.sec.gov/Archives/edgar/data/1828805/000121390025012068/ea0230231-10q_aeluma.htm
5814,0001100682,2024,https://www.sec.gov/Archives/edgar/data/1100682/000110068225000011/crl-20241228.htm,https://www.sec.gov/Archives/edgar/data/1100682/000110068224000018/crl-20240330.htm,https://www.sec.gov/Archives/edgar/data/1100682/000110068224000027/crl-20240629.htm,https://www.sec.gov/Archives/edgar/data/1100682/000110068224000035/crl-20240928.htm,
710,0001455863,2024,https://www.sec.gov/Archives/edgar/data/1455863/000162828025008770/art-20241231.htm,https://www.sec.gov/Archives/edgar/data/1455863/000162828024022615/art-20240331.htm,https://www.sec.gov/Archives/edgar/data/1455863/000162828024036111/art-20240630.htm,https://www.sec.gov/Archives/edgar/data/1455863/000162828024046288/art-20240930.htm,
1244,0001067983,2024,https://www.sec.gov/Archives/edgar/data/1067983/000095017025025210/brka-20241231.htm,https://www.sec.gov/Archives/edgar/data/1067983/000095017024053185/brka-20240331.htm,https://www.sec.gov/Archives/edgar/data/1067983/000095017024090305/brka-20240630.htm,https://www.sec.gov/Archives/edgar/data/1067983/000095017024120241/brka-20240930.htm,
4847,0001522727,2024,https://www.sec.gov/Archives/edgar/data/1522727/000152272725000010/usac-20241231.htm,https://www.sec.gov/Archives/edgar/data/1522727/000152272724000027/usac-20240331.htm,https://www.sec.gov/Archives/edgar/data/1522727/000152272724000032/usac-20240630.htm,https://www.sec.gov/Archives/edgar/data/1522727/000152272724000047/usac-20240930.htm,
5848,0000885725,2024,https://www.sec.gov/Archives/edgar/data/885725/000088572525000011/bsx-20241231.htm,https://www.sec.gov/Archives/edgar/data/885725/000088572524000046/bsx-20240331.htm,https://www.sec.gov/Archives/edgar/data/885725/000088572524000068/bsx-20240630.htm,https://www.sec.gov/Archives/edgar/data/885725/000088572524000073/bsx-20240930.htm,
2943,0001613103,2024,https://www.sec.gov/Archives/edgar/data/1613103/000161310324000072/mdt-20240426.htm,https://www.sec.gov/Archives/edgar/data/1613103/000161310324000011/mdt-20240126.htm,,https://www.sec.gov/Archives/edgar/data/1613103/000161310324000147/mdt-20240726.htm,https://www.sec.gov/Archives/edgar/data/1613103/000161310324000165/mdt-20241025.htm
